Name_of_Business,Webpage,Business_Website,Description_Short,Description_Long,Description_Complete,Category,Language_Spoken,Business_Address,Business_City,Email,Phone,Facebook_Page,Instagram_Page,Source
The Harriet Tubman Movement Coalition Of Maine,https://www.blackownedmaine.com/bom-listing/harriet-tubman-movement-coalition/,http://www.tubmancoalition.org/,"Support The Harriet Tubman Movement a Black-owned nonprofit in Harrison, Maine, they fosters leadership, growth, and healing for Black women.","The Mission of The Harriet Tubman Movement Coalition is faith in action. We are a Maine-based coalition charged with clearing sustainable pathways to support leadership, personal growth, and healing soul wounds. Soul wounds are the effects of internalized racialized trauma, which has created adversities like early death, and violence against Indigenous Black and Brown self-identified girls and women bodies.","The Mission of The Harriet Tubman Movement Coalition is faith in action. We are a Maine-based coalition charged with clearing sustainable pathways to support leadership, personal growth, and healing soul wounds. Soul wounds are the…",Nonprofits,English,"Harrison , Maine","Harrison , Maine",info@thtmc.org,2076326167,https://www.facebook.com/The-Harriet-Tubman-Movement-Coalition-Maine-100505245445139/,,Black Owned Maine
Heartland Payment Systems,https://www.blackownedmaine.com/bom-listing/heartland-payment-systems/,https://www.betterwithheartland.com/,"Black-owned Merchant Services in Waldo, county Maine, nation supports. Direct processing, transparent pricing, personalized service. Visit us.","My office is in Waldo County, Maine but can work with business owners all across the country. Merchant Services has been my passion for a long time and it truly brings me joy to work with businesses all over the country. For any type of business that wants to save money or establish a lasting mutually beneficial partnership then I am your guy.","My office is in Waldo County, Maine but can work with business owners all across the country. Merchant Services has been my passion for a long time and it truly brings me joy to work…","Business + Consulting, Finance","English, Patois","217 Reynolds Road Thorndike , Maine","Thorndike , Maine",thomas.francis@e-hps.com,2039271404,,,Black Owned Maine
Hekima foundation,https://www.blackownedmaine.com/bom-listing/hekima-foundation-2/,https://www.hekimafoundation.org/,"Join us in Portland, Maine a Black-owned nonprofit, The Hekima Foundation that empowers African immigrants through education and mentorship.",The Hekima Foundationâs mission is to help empower African immigrants to pursue a high quality education with financial assistance as well as mentorship.,"The Hekima Foundationâs mission is to help empower African immigrants to pursue a high quality education with financial assistance as well as mentorship.  The Hekima Fellowship program, created by our team, is a rigorous 4…",Nonprofits,"English, Swahili, Lingala, French",Online Business,Online Business,aristote@hekimafoundation.org,NA,https://www.facebook.com/Hekima-Foundation-107560174945982,https://www.instagram.com/hekimafoundation_/,Black Owned Maine
Her Safety Net,https://www.blackownedmaine.com/bom-listing/her-safety-net/,https://hersafetynet.org/,"Visit us in Lewiston, Maine a black community-based organization advocating for women and uplifting BIPOC communities' health and well-being.","Her Safety Net is a community-based organization that was founded in 2021 to provide advocacy for women of all ages, including immigrants, refugees, asylum seekers and BIPOC (Black, Indigenous, and People of Color) communities. While our focus is to uplift and support women, we also focus on the health and well-being of all disadvantaged and marginalized communities.","Her Safety Net is a community-based organization that was founded in 2021 to provide advocacy for women of all ages, including immigrants, refugees, asylum seekers and BIPOC (Black, Indigenous, and People of Color) communities. While…",Nonprofits,English,"157 Main Street Lewiston , Maine","Lewiston , Maine",Contact@hersafetynet.org,NA,,,Black Owned Maine
hogfarm studios,https://www.blackownedmaine.com/bom-listing/hogfarm-studios/,http://www.gilcorral.com,"Explore our Black-owned Art Gallery in Biddeford, Maine. Creativity meets music. Discover exclusive art, global event. Buy unique pieces now .","Gil Corral received his BFA from the University of New Mexico. He is the director and founder of Hogfarm Studios in Biddeford, Maine, where he works, teaches and guides.  Additionally, the Hogfarm is an active gallery space and hosts music events. His work is in private collections nationally and internationally.","Gil Corral received his BFA from the University of New Mexico. He is the director and founder of Hogfarm Studios in Biddeford, Maine, where he works, teaches and guides.  Additionally, the Hogfarm is an active…",Art & Music,"English, Spanish",Online Business,Online Business,hogfarmstudios@gmail.com,9716459710,https://www.facebook.com/lovinganvil,https://www.instagram.com/gilcorralart/,Black Owned Maine
Holistic Life Remedies and FreshlyMadeCosmetics,https://www.blackownedmaine.com/bom-listing/holistic-life-remedies-and-freshlymadecosmetics/,https://Holisticliferemedies.com,NA,"Holistic Life Remedies is a sanctuary of peace and tranquility driven by the power of naturopathy and alternative medical treatments. Founded in 2010 by Cynoria L. Reed, it is an integrative wellness center providing a diverse range of holistic healthcare therapies to heal individuals from both mental and physical illnesses . I have and health and wellness business combined with a small music studio that produces meditation .","Holistic Life Remedies is a sanctuary of peace and tranquility driven by the power of naturopathy and alternative medical treatments. Founded in 2010 by Cynoria L. Reed, it is an integrative wellness center providing a…","Art & Music, Holistic Wellness",NA,,,ceciereed@gmail.com,NA,https://www.facebook.com/Earthygirlsbeauty,,Black Owned Maine
Honey & Lace Baking Co.,https://www.blackownedmaine.com/bom-listing/honey-lace-baking-co/,NA,Elevate your celebrations with bespoke cakes & pastries from Black-owned shop in Hancock Maine. Meticulously crafted to your style. Visit us.,"A licensed home kitchen specializing in wedding cakes, event cakes, French macarons and other high end pastries. A one-woman operation serving high quality baked goods to the coast of Maine.","A licensed home kitchen specializing in wedding cakes, event cakes, French macarons and other high end pastries. A one-woman operation serving high quality baked goods to the coast of Maine.",Bakery,English,"Hancock, Maine","Hancock, Maine",honeyandlacebaking@gmail.com,NA,https://www.facebook.com/honeyandlacebakingco,https://instagram.com/honeyandlacebakingco,Black Owned Maine
Humanistic Practice,https://www.blackownedmaine.com/bom-listing/humanistic-practice/,NA,"Experience Black-owned mental wellness in Scarborough, Maine. Specializing in anxiety, mood disorders, ADHD, and more. Book your appointment.","Specialties: Anxiety. spirituality, mood disorders. Issues: ADHD, anger management, behavioral issues, bipolar disorder, child or adolescent, coping skills, depression, ethnic and race issues, family conflict; grief, learning disabilities, life coaching, parenting, peer relationships, relationship issues, self esteem, substance use, video game addiction. Mental Health: Impulse control disorder. Sexuality: Bisexual, gay.","Specialties: Anxiety. spirituality, mood disorders. Issues: ADHD, anger management, behavioral issues, bipolar disorder, child or adolescent, coping skills, depression, ethnic and race issues, family conflict; grief, learning disabilities, life coaching, parenting, peer relationships, relationship issues,…",Mental Health,English,"198 Payne Road Scarborough, Maine","Scarborough, Maine",NA,NA,,,Black Owned Maine
Hussein's Family Farm,https://www.blackownedmaine.com/bom-listing/husseins-family-farm/,NA,Black farmer Engaging in Kennebunk and Fresh Start Farms Markets for diverse & fresh offerings at Kennedy Park Farmers Market in Lewiston ME.,Participates in the Kennebunk and the Fresh Start Farms Markets,Participates in the Kennebunk and the Fresh Start Farms Markets,Farming,NA,"Lisbon, Maine","Lisbon, Maine",hussein@cultivatingcommunity.org,NA,,,Black Owned Maine
I Am Willing,https://www.blackownedmaine.com/bom-listing/i-am-willing/,https://www.iamwilling.us,"Join Black-led expert legacy planning in Portland, Maine to Empower your future with strategic guidance, preserving wealth & a lasting legacy.","I Am Willing co-founders and sisters Rumbidzai , PhD and Lois Mufuka Martin experienced first-hand the impact that the absence of legacy planning has on the Black Community when they lost her father and sister in-law within a day and none had legacy plan .","I Am Willing co-founders and sisters Rumbidzai , PhD and Lois Mufuka Martin experienced first-hand the impact that the absence of legacy planning has on the Black Community when they lost her father and sister…",Education,English,,,hello@iamwilling.us,NA,,https://www.instagram.com/iamwilling_us/,Black Owned Maine
I & C Express Cleaners,https://www.blackownedmaine.com/bom-listing/i-c-express-cleaners/,http://www.icexpresscleaners.com,"Experts Black-owned home cleaning services tailored to your need in Portland, Maine. Contact us for a spotless, healthy living space today.","I & C Express Cleaners is a premier Angolan-owned residential cleaning company in Portland, ME.","I & C Express Cleaners is a premier Angolan-owned residential cleaning company in Portland, ME. Ismael Beti Alexandre Ndombasi is the owner of the company. They're dedicated to providing top-quality cleaning services for residential properties…",Home & Commercial,"English, Kikongo, Lingala, French, Portuguese","Portland , Maine","Portland, Maine",Expresscleaner76@gmail.com,2078040960,,,Black Owned Maine
